DEPT,BIWEEKLY_PAY_PERIOD_END_DATE,LTI,DART,DESCRIPTION,Number_OF_Incidents,HOURS_YOY,LTI_YOY,DART_YOY,OSHA_YOY,LTI_Rate,DART_Rate,OSHA_Rate
All Metro Gov,2/27/2016,YES,YES,Puncture,1,11701940.96,228,380,501,3.896789443,6.494649072,8.562682066
All Metro Gov,2/27/2016,NO,NO,"Scratches, abrasions-superficial",1,11701940.96,228,380,501,3.896789443,6.494649072,8.562682066
All Metro Gov,2/27/2016,YES,YES,Sprain  (ligament),4,11701940.96,228,380,501,3.896789443,6.494649072,8.562682066
All Metro Gov,2/27/2016,NO,YES,Sprain  (ligament),1,11701940.96,228,380,501,3.896789443,6.494649072,8.562682066
All Metro Gov,2/27/2016,NO,YES,Strain (muscle/tendon),1,11701940.96,228,380,501,3.896789443,6.494649072,8.562682066
All Metro Gov,2/27/2016,YES,YES,Strain (muscle/tendon),4,11701940.96,228,380,501,3.896789443,6.494649072,8.562682066
All Metro Gov,2/13/2016,NO,NO,Animal Bite,1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,NO,Bloodborne Pathogen Exposure,2,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,YES,YES,"Concussion-Brain, cerebral",1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,YES,YES,Contusion/Bruise,1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,YES,Contusion/Bruise,3,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,YES,Crushing,1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,NO,Cut or Laceration,1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,NO,Human Bite,1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,YES,Sprain  (ligament),1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,YES,YES,Sprain  (ligament),1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,NO,Strain (muscle/tendon),1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,YES,Strain (muscle/tendon),2,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,YES,YES,Strain (muscle/tendon),5,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,2/13/2016,NO,NO,Sudden Illness,1,11700945.55,228,383,500,3.897120948,6.546479487,8.546317868
All Metro Gov,1/30/2016,NO,NO,NULL,1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,NO,NO,Bloodborne Pathogen Exposure,3,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Burn from heat,2,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Contusion/Bruise,2,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Cut or Laceration,1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Inflamation,1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,NO,NO,Other,1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Respiratory Irritation,1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,NO,NO,Sprain  (ligament),1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,NO,YES,Sprain  (ligament),1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Sprain  (ligament),1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Strain (muscle/tendon),3,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,NO,YES,Strain (muscle/tendon),2,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/30/2016,YES,YES,Sudden Illness,1,11715998.15,224,376,491,3.823831264,6.418573907,8.381701565
All Metro Gov,1/16/2016,YES,YES,Contusion/Bruise,1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,YES,Contusion/Bruise,1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,YES,YES,Crushing,1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,YES,Crushing,1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,YES,YES,Dislocation,1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,YES,YES,Fracture,2,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,YES,YES,Other,1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,NO,Other,2,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,NO,Puncture,1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,YES,Sprain  (ligament),2,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,NO,Sprain  (ligament),1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,YES,YES,Sprain  (ligament),2,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,NO,Strain (muscle/tendon),1,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,YES,YES,Strain (muscle/tendon),4,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/16/2016,NO,YES,Strain (muscle/tendon),3,11736588.27,218,370,480,3.71487855,6.305069098,8.179549101
All Metro Gov,1/2/2016,NO,NO,Bloodborne Pathogen Exposure,2,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,YES,YES,"Concussion-Brain, cerebral",2,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,YES,YES,Contusion/Bruise,1,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,NO,YES,Contusion/Bruise,1,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,YES,YES,Hernia,1,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,NO,NO,Human Bite,1,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,NO,NO,Puncture,1,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,NO,YES,Strain (muscle/tendon),2,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,NO,NO,Strain (muscle/tendon),1,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,1/2/2016,YES,YES,Strain (muscle/tendon),5,11744747,215,364,471,3.661211262,6.198515811,8.020606998
All Metro Gov,12/19/2015,YES,YES,Contusion/Bruise,2,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,YES,YES,Fracture,1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,YES,YES,Hernia,1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,YES,YES,Other,1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,NO,NO,Other,1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,NO,YES,Other,1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,NO,YES,"Scratches, abrasions-superficial",1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,YES,YES,Sprain  (ligament),1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,NO,NO,Strain (muscle/tendon),1,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,NO,YES,Strain (muscle/tendon),6,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/19/2015,YES,YES,Strain (muscle/tendon),6,11744290.99,211,361,464,3.593235217,6.147667836,7.901711568
All Metro Gov,12/5/2015,NO,NO,Bloodborne Pathogen Exposure,1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,NO,YES,Contusion/Bruise,1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,YES,YES,Contusion/Bruise,1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,NO,YES,Eye Injury,1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,YES,YES,Fracture,1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,YES,YES,Hyperextension,1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,NO,YES,Irritation,1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,YES,YES,Sprain  (ligament),1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,NO,YES,Strain (muscle/tendon),2,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,12/5/2015,YES,YES,Strain (muscle/tendon),1,11754220.23,204,349,459,3.471093718,5.938292684,7.809960865
All Metro Gov,11/21/2015,YES,YES,Contusion/Bruise,1,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,NO,YES,Contusion/Bruise,1,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,NO,YES,Irritation,1,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,YES,YES,Other,1,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,NO,NO,Puncture,1,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,YES,YES,Sprain  (ligament),2,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,NO,YES,Sprain  (ligament),2,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,YES,YES,Strain (muscle/tendon),7,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/21/2015,NO,YES,Strain (muscle/tendon),4,11765981.44,207,350,462,3.518618504,5.949354958,7.853148545
All Metro Gov,11/7/2015,YES,YES,Contusion/Bruise,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,NO,YES,Contusion/Bruise,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,YES,YES,Cut or Laceration,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,NO,NO,Exposure to Substance,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,NO,YES,Fracture,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,NO,NO,Insect Sting,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,YES,YES,Irritation,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,YES,YES,Multiple injuries,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,NO,YES,Other,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,YES,YES,Other,1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,YES,YES,Sprain  (ligament),3,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,YES,YES,Strain (muscle/tendon),2,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,NO,NO,Strain (muscle/tendon),1,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,11/7/2015,NO,YES,Strain (muscle/tendon),4,11778828.2,203,344,455,3.446862397,5.840988495,7.725726062
All Metro Gov,10/24/2015,NO,NO,Bloodborne Pathogen Exposure,1,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,YES,YES,Burn from heat,1,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,NO,YES,Contusion/Bruise,2,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,YES,YES,Contusion/Bruise,2,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,YES,YES,Cut or Laceration,1,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,YES,YES,"Hernia, rupture",1,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,NO,NO,Human Bite,1,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,NO,NO,Other,1,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,YES,YES,Sprain  (ligament),2,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,YES,YES,Strain (muscle/tendon),2,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,NO,YES,Strain (muscle/tendon),2,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/24/2015,YES,YES,Tear of muscle/tendon/ligament,1,11784011.65,197,337,455,3.343513326,5.719614167,7.722327733
All Metro Gov,10/10/2015,YES,YES,Carpal Tunnel,1,11795282.91,193,334,453,3.272494631,5.663280865,7.681036622
All Metro Gov,10/10/2015,NO,NO,Contusion/Bruise,2,11795282.91,193,334,453,3.272494631,5.663280865,7.681036622
All Metro Gov,10/10/2015,NO,YES,Contusion/Bruise,1,11795282.91,193,334,453,3.272494631,5.663280865,7.681036622
All Metro Gov,10/10/2015,NO,NO,Insect Bite,1,11795282.91,193,334,453,3.272494631,5.663280865,7.681036622
All Metro Gov,10/10/2015,NO,NO,Insect Sting,1,11795282.91,193,334,453,3.272494631,5.663280865,7.681036622
All Metro Gov,10/10/2015,NO,YES,Strain (muscle/tendon),3,11795282.91,193,334,453,3.272494631,5.663280865,7.681036622
All Metro Gov,10/10/2015,NO,YES,Stress,1,11795282.91,193,334,453,3.272494631,5.663280865,7.681036622
All Metro Gov,9/26/2015,NO,NO,Bloodborne Pathogen Exposure,1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,NO,"Contact dermatitis (Rash, Poison Ivy)",1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,NO,Cut or Laceration,1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,NO,Insect Bite,1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,NO,Insect Sting,1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,YES,YES,Multiple injuries,1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,NO,Multiple injuries,1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,NO,Sprain  (ligament),1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,YES,Sprain  (ligament),2,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,YES,YES,Strain (muscle/tendon),6,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,YES,Strain (muscle/tendon),2,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/26/2015,NO,YES,Stress,1,11805325.75,198,340,460,3.354418239,5.760112127,7.793092878
All Metro Gov,9/12/2015,NO,NO,Bloodborne Pathogen Exposure,2,11811530.47,207,349,464,3.505049586,5.909479737,7.856729508
All Metro Gov,9/12/2015,NO,NO,Human Bite,1,11811530.47,207,349,464,3.505049586,5.909479737,7.856729508
All Metro Gov,9/12/2015,NO,NO,Irritation,1,11811530.47,207,349,464,3.505049586,5.909479737,7.856729508
All Metro Gov,9/12/2015,NO,YES,Sprain  (ligament),3,11811530.47,207,349,464,3.505049586,5.909479737,7.856729508
All Metro Gov,9/12/2015,YES,YES,Sprain  (ligament),2,11811530.47,207,349,464,3.505049586,5.909479737,7.856729508
All Metro Gov,9/12/2015,YES,YES,Strain (muscle/tendon),5,11811530.47,207,349,464,3.505049586,5.909479737,7.856729508
All Metro Gov,9/12/2015,NO,YES,Strain (muscle/tendon),5,11811530.47,207,349,464,3.505049586,5.909479737,7.856729508
All Metro Gov,8/29/2015,YES,YES,Amputation or enucleation,1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,NO,NO,Bloodborne Pathogen Exposure,3,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,NO,NO,"Contact dermatitis (Rash, Poison Ivy)",1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,NO,YES,Contusion/Bruise,1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,YES,YES,Contusion/Bruise,1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,NO,NO,Cut or Laceration,1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,YES,YES,Fracture,1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,YES,YES,Inflamation,1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,NO,NO,Other,1,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,NO,NO,Strain (muscle/tendon),3,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,NO,YES,Strain (muscle/tendon),3,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/29/2015,YES,YES,Strain (muscle/tendon),6,11822481.61,210,350,464,3.552553634,5.920922724,7.84945184
All Metro Gov,8/15/2015,YES,YES,Animal Bite,1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,YES,YES,Asthma,1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,NO,Bloodborne Pathogen Exposure,2,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,YES,YES,Carpal Tunnel,1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,YES,Cut or Laceration,1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,YES,YES,Inflamation,1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,NO,Insect Sting,1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,NO,Other,2,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,NO,Puncture,2,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,YES,YES,Sprain  (ligament),1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,YES,Sprain  (ligament),1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,YES,YES,Strain (muscle/tendon),3,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,YES,Strain (muscle/tendon),4,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/15/2015,NO,YES,Sudden Illness,1,11827253.73,205,344,453,3.46656975,5.817073142,7.660273644
All Metro Gov,8/1/2015,NO,NO,Bloodborne Pathogen Exposure,2,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,YES,YES,Burn from heat,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,YES,YES,Contusion/Bruise,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,YES,Contusion/Bruise,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,YES,YES,Crushing,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,NO,Cut or Laceration,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,YES,YES,Cut or Laceration,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,NO,Exposure to Substance,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,YES,YES,Heat Illness,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,YES,Hyperextension,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,NO,Insect Sting,1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,YES,Sprain  (ligament),2,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,YES,Strain (muscle/tendon),1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,NO,NO,Strain (muscle/tendon),1,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,8/1/2015,YES,YES,Strain (muscle/tendon),2,11839166.8,209,351,460,3.530653862,5.929471319,7.770817113
All Metro Gov,7/18/2015,NO,NO,Bloodborne Pathogen Exposure,6,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,NO,Contusion/Bruise,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,YES,Contusion/Bruise,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,YES,YES,Contusion/Bruise,5,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,NO,Cut or Laceration,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,NO,Exposure to Substance,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,YES,YES,Fracture,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,YES,Fracture,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,NO,Insect Bite,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,NO,Insect Sting,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,NO,Other,1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,NO,Sprain  (ligament),1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,YES,YES,Sprain  (ligament),1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,YES,Sprain  (ligament),1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,NO,YES,Strain (muscle/tendon),1,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/18/2015,YES,YES,Strain (muscle/tendon),6,11838598.28,207,355,466,3.49703563,5.997331637,7.872553642
All Metro Gov,7/4/2015,NO,NO,Bloodborne Pathogen Exposure,2,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,YES,YES,Burn from heat,1,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,NO,YES,Contusion/Bruise,2,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,NO,NO,Contusion/Bruise,1,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,YES,YES,Contusion/Bruise,1,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,NO,NO,Puncture,1,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,YES,YES,Respiratory Irritation,1,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,NO,YES,Sprain  (ligament),1,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,NO,NO,Sprain  (ligament),1,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,7/4/2015,NO,YES,Strain (muscle/tendon),2,11840940.25,195,347,455,3.29365736,5.861021045,7.685200506
All Metro Gov,6/20/2015,NO,NO,Bloodborne Pathogen Exposure,1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,NO,NO,Contusion/Bruise,1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,NO,YES,Cut or Laceration,2,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,YES,YES,Cut or Laceration,1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,YES,YES,Dehydration,1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,NO,NO,Eye Injury,1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,YES,YES,Fracture,1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,NO,NO,Puncture,1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,NO,YES,Sprain  (ligament),1,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,YES,YES,Strain (muscle/tendon),2,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/20/2015,NO,YES,Strain (muscle/tendon),2,11842281.04,203,355,465,3.428393555,5.995466561,7.853216763
All Metro Gov,6/6/2015,NO,NO,Bloodborne Pathogen Exposure,3,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,NO,YES,Contusion/Bruise,2,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
All Metro Gov,6/6/2015,YES,YES,Contusion/Bruise,2,11842694.25,207,362,473,3.495826129,6.113473714,7.988047146
